x,y,speed,accel,direction,orientation
65.08886804264638,30.979859369137717,0.49,0.77,68.59,113.69
102.22198435213173,9.961060464930263,0.14,0.09,23.13,250.17
11.705277802157044,24.801714956463464,4.71,3.79,184.44,118.91
62.089078012599806,36.809337535091686,3.62,4.34,280.0,292.94
81.63989655489115,29.997250177963824,2.18,0.64,82.45,351.15
93.18393711381933,27.907468641346647,0.41,0.39,356.31,261.69
47.71642188605577,38.57652630618166,4.45,0.61,91.91,135.78
73.91558477293982,31.18351125199879,6.85,3.85,291.67,310.88
60.83063316770449,17.768375633015175,0.16,1.3,90.07,103.49
63.531621044540024,31.264872993196633,0.02,0.3,134.94,101.09
74.52633583116587,42.541052646955386,1.45,1.75,262.24,114.38
104.39791340267575,11.35314966052386,3.31,1.63,105.31,333.43
58.59423047213644,7.328978748790298,4.21,2.91,18.19,35.65
98.73754050835689,21.18182870057909,6.28,1.56,53.22,348.79
29.334194820854083,18.180123920428525,4.91,1.89,163.76,165.68
66.76329506986953,15.933997424249402,4.84,1.27,158.66,282.37
81.58693945100494,20.07264251679656,1.98,2.36,177.67,98.64
28.162632005523193,25.53960044528252,2.82,1.52,263.17,124.38
51.3457538632866,29.695168717789134,2.54,2.09,44.16,244.31
79.98256171508385,8.552010005629961,5.16,4.56,271.48,243.32
26.221803272152055,27.791257780144598,0.06,0.92,109.69,279.5
56.54426249945221,15.800970601980456,6.17,2.25,111.59,109.16
52.185645578382655,26.560669276018714,2.92,1.18,193.48,117.33
40.78727412340886,24.993873697677614,7.46,0.65,351.83,326.82
93.53229660710342,18.52712391545158,6.84,1.6,184.01,148.8
22.37534935207182,12.099072181371467,6.09,1.24,183.95,258.64
64.16868253150766,37.21778984438518,0.9,1.22,276.98,92.22
54.57259078561591,34.30231365303859,1.46,0.94,278.72,254.03
63.81062497887084,25.749440532755344,0.16,1.48,176.3,278.68
50.24166856095856,15.476968752491395,2.01,4.98,54.87,304.03
53.68678321102601,30.91624816577654,0.99,0.89,104.65,251.43
38.07002870972996,35.514862918248795,0.72,3.16,245.86,272.36
58.17020669179127,20.255492003133252,5.04,0.3,47.27,33.19
33.10752830676911,37.74207371519232,3.92,2.48,333.99,64.36
95.50586247351869,21.850015764872534,0.63,0.92,197.44,241.88
25.77546012882623,31.03565053236041,0.04,0.93,105.66,32.5
27.925462671000606,34.381955873561935,3.26,3.64,89.42,97.75
65.9752152307814,30.618677972175846,4.32,1.39,98.38,127.5
68.06759256315456,14.259538556646305,5.87,1.82,305.06,354.89
69.74584267288589,11.018494381048967,1.89,2.62,210.45,84.21
96.82138677332357,30.477424673760705,0.01,0.01,237.25,287.7
62.22735543593075,31.63379820692508,5.01,3.38,168.18,133.76
82.44764179473546,43.84228667676086,6.94,1.38,275.78,267.26
79.12114372235004,44.798340275604005,4.47,4.79,270.42,275.11
59.5655652511567,33.12829337687609,4.12,2.47,130.26,247.09
63.54116498491139,25.394844721292184,5.74,4.74,32.48,354.2
96.8164332301878,16.664267838225708,4.13,5.3,267.99,270.77
25.94211448771065,33.00028687738218,4.04,5.41,352.01,43.77
73.98228377667506,15.348476406302757,5.08,1.6,174.95,106.46
66.33847916795553,39.048731197140356,0.83,4.96,109.62,252.03
101.1897343562504,29.565466541050153,3.23,2.47,255.89,156.43
69.32748688592746,29.267686651517625,3.9,2.95,164.35,109.22
89.55073872077405,36.335716752713246,6.18,2.27,251.14,242.98
74.20999918381455,17.149890136303824,0.48,2.76,102.13,99.99
55.39038112227291,16.975495373569736,6.9,0.47,205.31,125.27
68.04273019368051,15.135009084340822,6.5,1.75,282.75,307.99
72.57381726080644,32.96890071416332,7.64,1.13,10.95,332.63
58.107831352237596,42.9915471198573,1.93,2.01,75.65,212.68
41.03616918176963,35.41029636656688,7.74,1.7,91.76,118.94
48.64430454538234,28.112673368481587,2.64,3.15,253.46,156.27
68.16964995648279,30.74218630863947,0.99,0.62,307.67,156.92
56.95310363799022,37.788584889338324,0.33,2.27,67.48,89.12
54.98329821827564,32.36594864231829,0.4,1.75,251.5,277.73
65.19752047065184,28.059741285124424,1.39,0.3,286.29,105.06
88.75089001790332,29.02920985124589,2.78,1.14,259.69,125.27
97.84743378787205,26.366830634649933,0.99,1.17,110.27,293.9
